field_id,look,crop,last_acquisition,harvest,lead_days
Uruguay_DUP4_farm8_field253_soybean_2019,2,soybean,2019-01-21,2019-04-22,91
Uruguay_DUP4_farm8_field256_soybean_2019,2,soybean,2019-01-21,2019-04-22,91
Uruguay_DUP4_farm9_field273_soybean_2018,2,soybean,2018-01-16,2018-05-23,127
Uruguay_DUP4_farm9_field275_soybean_2018,2,soybean,2018-01-16,2018-05-25,129
Argentina_DUP1_farm11_field106_soybean_2024,3,soybean,2024-02-03,2024-04-20,77
Argentina_DUP1_farm15_field126_soybean_2018,3,soybean,2018-02-04,2018-04-04,59
Argentina_DUP1_farm15_field129_soybean_2018,3,soybean,2018-03-11,2018-03-13,2
Argentina_DUP1_farm15_field130_soybean_2018,3,soybean,2018-03-13,2018-03-14,1
Argentina_DUP1_farm15_field132_soybean_2019,3,soybean,2019-02-06,2019-03-23,45
Argentina_DUP1_farm15_field142_soybean_2020,3,soybean,2020-03-10,2020-03-21,11
Argentina_DUP1_farm15_field146_soybean_2021,3,soybean,2021-01-24,2021-04-07,73
Argentina_DUP1_farm15_field151_soybean_2022,3,soybean,2022-01-31,2022-04-08,67
Argentina_DUP1_farm15_field153_soybean_2022,3,soybean,2022-02-03,2022-03-31,56
Argentina_DUP1_farm16_field155_soybean_2021,3,soybean,2021-03-02,2021-04-27,56
Argentina_DUP1_farm17_field171_soybean_2019,3,soybean,2019-02-21,2019-03-23,30
Argentina_DUP1_farm17_field172_soybean_2019,3,soybean,2019-02-26,2019-04-02,35
Argentina_DUP1_farm17_field185_soybean_2021,3,soybean,2021-03-22,2021-04-30,39
Argentina_DUP1_farm17_field192_soybean_2019,3,soybean,2019-02-26,2019-04-18,51
Argentina_DUP1_farm19_field204_wheat_2021,3,wheat,2021-10-23,2021-12-18,56
Argentina_DUP1_farm1_field4_soybean_2022,3,soybean,2022-01-31,2022-04-19,78
Argentina_DUP1_farm22_field213_wheat_2023,3,wheat,2023-09-28,2023-12-10,73
Argentina_DUP1_farm22_field215_soybean_2024,3,soybean,2024-02-15,2024-04-08,53
Argentina_DUP1_farm22_field217_soybean_2024,3,soybean,2024-03-26,2024-04-29,34
Argentina_DUP1_farm23_field222_soybean_2021,3,soybean,2021-03-07,2021-04-28,52
Argentina_DUP1_farm23_field224_soybean_2021,3,soybean,2021-03-22,2021-05-08,47
Argentina_DUP1_farm23_field225_soybean_2019,3,soybean,2019-03-18,2019-04-21,34
Argentina_DUP1_farm23_field228_soybean_2020,3,soybean,2020-02-01,2020-04-10,69
Argentina_DUP1_farm24_field234_corn_2021,3,corn,2021-03-24,2021-07-08,106
Argentina_DUP1_farm24_field235_corn_2021,3,corn,2021-01-13,2021-03-10,56
Argentina_DUP1_farm25_field242_corn_2023,3,corn,2023-04-12,2023-08-09,119
Argentina_DUP1_farm25_field249_corn_2023,3,corn,2023-03-13,2023-06-29,108
Argentina_DUP1_farm25_field252_corn_2023,3,corn,2023-03-23,2023-07-25,124
Argentina_DUP1_farm25_field253_corn_2023,3,corn,2023-03-18,2023-07-02,106
Argentina_DUP1_farm25_field256_soybean_2023,3,soybean,2023-03-08,2023-04-28,51
Argentina_DUP1_farm25_field259_soybean_2023,3,soybean,2023-03-08,2023-04-21,44
Argentina_DUP1_farm25_field261_corn_2023,3,corn,2023-03-18,2023-07-16,120
Argentina_DUP1_farm27_field270_soybean_2021,3,soybean,2021-01-31,2021-04-15,74
Argentina_DUP1_farm27_field276_soybean_2021,3,soybean,2021-02-05,2021-04-05,59
Argentina_DUP1_farm27_field280_soybean_2021,3,soybean,2021-01-21,2021-04-01,70
Argentina_DUP1_farm27_field286_soybean_2017,3,soybean,2017-02-06,2017-05-01,84
Argentina_DUP1_farm27_field310_soybean_2021,3,soybean,2021-01-31,2021-05-05,94
Argentina_DUP1_farm27_field311_soybean_2021,3,soybean,2021-01-21,2021-04-28,97
Argentina_DUP1_farm28_field314_wheat_2021,3,wheat,2021-09-21,2021-11-23,63
Argentina_DUP1_farm28_field321_wheat_2023,3,wheat,2023-08-14,2023-11-09,87
Argentina_DUP1_farm28_field322_corn_2022,3,corn,2021-12-22,2022-03-15,83
Argentina_DUP1_farm29_field324_soybean_2023,3,soybean,2023-02-05,2023-04-07,61
Argentina_DUP1_farm2_field11_corn_2022,3,corn,2022-03-12,2022-07-04,114
Argentina_DUP1_farm2_field17_corn_2022,3,corn,2022-01-14,2022-04-23,99
Argentina_DUP1_farm2_field21_corn_2022,3,corn,2022-01-11,2022-04-22,101
Argentina_DUP1_farm2_field42_soybean_2023,3,soybean,2023-01-29,2023-04-08,69
Argentina_DUP1_farm2_field45_soybean_2023,3,soybean,2023-01-29,2023-04-07,68
Argentina_DUP1_farm2_field52_corn_2024,3,corn,2024-01-14,2024-03-22,68
Argentina_DUP1_farm2_field7_corn_2022,3,corn,2022-01-11,2022-02-17,37
Argentina_DUP1_farm32_field340_corn_2022,3,corn,2022-04-04,2022-08-19,137
Argentina_DUP1_farm36_field381_corn_2022,3,corn,2022-05-22,2022-08-02,72
Argentina_DUP1_farm37_field395_soybean_2021,3,soybean,2021-01-23,2021-04-02,69
Argentina_DUP1_farm37_field396_soybean_2021,3,soybean,2021-03-19,2021-05-09,51
Argentina_DUP1_farm37_field399_soybean_2022,3,soybean,2022-01-31,2022-04-14,73
Argentina_DUP1_farm37_field406_soybean_2020,3,soybean,2020-03-09,2020-04-08,30
Argentina_DUP1_farm39_field428_wheat_2023,3,wheat,2023-10-13,2023-12-10,58
Argentina_DUP1_farm40_field431_wheat_2020,3,wheat,2020-11-07,2020-12-09,32
Argentina_DUP1_farm42_field437_soybean_2022,3,soybean,2022-01-29,2022-04-02,63
Argentina_DUP1_farm42_field438_soybean_2022,3,soybean,2022-02-08,2022-04-08,59
Argentina_DUP1_farm44_field447_wheat_2020,3,wheat,2020-09-28,2020-11-23,56
Argentina_DUP1_farm44_field448_corn_2020,3,corn,2020-01-17,2020-07-31,196
Argentina_DUP1_farm44_field453_wheat_2021,3,wheat,2021-09-18,2021-11-11,54
Argentina_DUP1_farm44_field458_soybean_2018,3,soybean,2018-01-30,2018-04-20,80
Argentina_DUP1_farm44_field460_corn_2018,3,corn,2018-01-02,2018-02-21,50
Argentina_DUP1_farm44_field465_wheat_2018,3,wheat,2018-09-22,2018-11-19,58
Argentina_DUP1_farm44_field466_soybean_2020,3,soybean,2020-02-19,2020-04-22,63
Argentina_DUP1_farm44_field467_wheat_2020,3,wheat,2020-09-21,2020-11-12,52
Argentina_DUP1_farm44_field471_soybean_2018,3,soybean,2018-02-04,2018-04-18,73
Argentina_DUP1_farm44_field474_wheat_2018,3,wheat,2018-09-29,2018-11-20,52
Argentina_DUP1_farm44_field476_soybean_2019,3,soybean,2019-02-19,2019-04-10,50
Argentina_DUP1_farm44_field482_soybean_2018,3,soybean,2018-02-14,2018-05-18,93
Argentina_DUP1_farm44_field494_corn_2019,3,corn,2018-12-28,2019-02-21,55
Argentina_DUP1_farm44_field495_wheat_2020,3,wheat,2020-09-16,2020-11-22,67
Argentina_DUP1_farm44_field498_soybean_2018,3,soybean,2018-02-06,2018-04-18,71
Argentina_DUP1_farm44_field499_corn_2021,3,corn,2021-02-25,2021-06-25,120
Argentina_DUP1_farm44_field509_soybean_2021,3,soybean,2021-02-05,2021-04-16,70
Argentina_DUP1_farm44_field511_soybean_2020,3,soybean,2020-02-01,2020-03-31,59
Argentina_DUP1_farm44_field514_corn_2019,3,corn,2019-03-03,2019-07-10,129
Argentina_DUP1_farm44_field521_wheat_2021,3,wheat,2021-09-06,2021-11-21,76
Argentina_DUP1_farm44_field523_soybean_2021,3,soybean,2021-01-24,2021-04-19,85
Argentina_DUP1_farm44_field532_corn_2020,3,corn,2019-12-23,2020-02-27,66
Argentina_DUP1_farm44_field545_wheat_2020,3,wheat,2020-09-16,2020-11-24,69
Argentina_DUP1_farm44_field558_wheat_2021,3,wheat,2021-09-23,2021-11-20,58
Argentina_DUP1_farm44_field565_corn_2019,3,corn,2019-03-31,2019-07-15,106
Argentina_DUP1_farm44_field566_soybean_2019,3,soybean,2019-02-16,2019-05-03,76
Argentina_DUP1_farm45_field575_corn_2022,3,corn,2022-01-06,2022-03-29,82
Argentina_DUP1_farm45_field577_wheat_2019,3,wheat,2019-10-09,2019-12-05,57
Argentina_DUP1_farm45_field579_wheat_2020,3,wheat,2020-10-18,2020-12-08,51
Argentina_DUP1_farm45_field602_corn_2017,3,corn,2017-01-07,2017-03-27,79
Argentina_DUP1_farm45_field609_corn_2017,3,corn,2017-01-07,2017-03-23,75
Argentina_DUP1_farm45_field612_wheat_2020,3,wheat,2020-11-02,2020-12-12,40
Argentina_DUP1_farm45_field613_wheat_2020,3,wheat,2020-10-18,2020-12-06,49
Argentina_DUP1_farm45_field621_corn_2017,3,corn,2017-01-07,2017-03-13,65
Argentina_DUP1_farm45_field622_wheat_2021,3,wheat,2021-10-18,2021-11-27,40
Argentina_DUP1_farm45_field633_soybean_2023,3,soybean,2023-01-26,2023-05-02,96
Argentina_DUP1_farm49_field660_soybean_2021,3,soybean,2021-02-13,2021-04-01,47
Argentina_DUP1_farm49_field665_soybean_2023,3,soybean,2023-02-03,2023-04-10,66
Argentina_DUP1_farm51_field677_corn_2022,3,corn,2021-12-22,2022-03-12,80
Argentina_DUP1_farm51_field681_corn_2022,3,corn,2021-12-27,2022-03-02,65
Argentina_DUP1_farm52_field690_soybean_2020,3,soybean,2020-03-27,2020-05-07,41
Argentina_DUP1_farm52_field694_soybean_2022,3,soybean,2022-01-24,2022-03-30,65
Argentina_DUP1_farm52_field705_soybean_2022,3,soybean,2022-01-31,2022-04-14,73
Argentina_DUP1_farm52_field712_soybean_2021,3,soybean,2021-01-24,2021-04-06,72
Argentina_DUP1_farm52_field713_soybean_2021,3,soybean,2021-04-01,2021-05-14,43
Argentina_DUP1_farm54_field732_corn_2019,3,corn,2019-01-07,2019-08-21,226
Argentina_DUP1_farm54_field738_wheat_2018,3,wheat,2018-10-09,2018-12-05,57
Argentina_DUP1_farm54_field740_soybean_2020,3,soybean,2020-02-26,2020-04-05,39
Argentina_DUP1_farm54_field742_wheat_2020,3,wheat,2020-09-26,2020-11-11,46
Argentina_DUP1_farm56_field751_soybean_2023,3,soybean,2023-02-18,2023-04-26,67
Argentina_DUP1_farm57_field754_soybean_2022,3,soybean,2022-02-23,2022-04-29,65
Argentina_DUP1_farm5_field59_soybean_2024,3,soybean,2024-03-26,2024-04-05,10
Argentina_DUP1_farm5_field61_wheat_2023,3,wheat,2023-10-08,2023-11-27,50
Argentina_DUP1_farm6_field72_soybean_2023,3,soybean,2023-02-12,2023-04-21,68
Argentina_DUP1_farm6_field73_soybean_2023,3,soybean,2023-02-12,2023-04-05,52
Argentina_DUP1_farm6_field75_soybean_2023,3,soybean,2023-02-07,2023-04-27,79
Argentina_DUP1_farm9_field93_soybean_2022,3,soybean,2022-01-31,2022-04-18,77
Argentina_DUP1_farm9_field97_soybean_2024,3,soybean,2024-02-10,2024-04-20,70
Brazil_DUP2_farm2_field21_soybean_2022,3,soybean,2021-12-20,2022-02-03,45
Brazil_DUP2_farm2_field33_wheat_2017,3,wheat,2017-07-14,2017-09-13,61
Brazil_DUP2_farm2_field34_soybean_2018,3,soybean,2018-01-10,2018-03-07,56
Brazil_DUP2_farm2_field37_wheat_2023,3,wheat,2023-07-03,2023-09-02,61
Brazil_DUP2_farm2_field40_soybean_2022,3,soybean,2021-12-20,2022-02-03,45
Brazil_DUP2_farm2_field48_soybean_2022,3,soybean,2021-12-20,2022-02-04,46
Brazil_DUP2_farm2_field7_soybean_2024,3,soybean,2023-12-20,2024-01-08,19
Brazil_DUP2_farm3_field55_soybean_2021,3,soybean,2021-02-08,2021-03-24,44
Brazil_DUP2_farm3_field56_soybean_2022,3,soybean,2022-01-24,2022-03-24,59
Brazil_DUP2_farm4_field112_corn_2024,3,corn,2024-02-03,2024-03-15,41
Brazil_DUP2_farm4_field114_soybean_2017,3,soybean,2017-01-15,2017-03-25,69
Brazil_DUP2_farm4_field139_wheat_2017,3,wheat,2017-06-24,2017-09-07,75
Brazil_DUP2_farm4_field58_soybean_2020,3,soybean,2020-02-14,2020-03-26,41
Brazil_DUP2_farm4_field65_corn_2018,3,corn,2018-05-20,2018-07-18,59
Brazil_DUP2_farm4_field71_corn_2023,3,corn,2023-07-13,2023-09-08,57
Brazil_DUP2_farm4_field85_soybean_2018,3,soybean,2018-01-05,2018-02-17,43
Brazil_DUP2_farm4_field87_soybean_2023,3,soybean,2023-01-19,2023-03-19,59
Brazil_DUP2_farm4_field97_soybean_2017,3,soybean,2017-01-15,2017-03-22,66
Brazil_DUP2_farm5_field143_corn_2020,3,corn,2020-06-08,2020-08-26,79
Brazil_DUP2_farm5_field152_soybean_2022,3,soybean,2021-12-25,2022-02-10,47
Brazil_DUP2_farm5_field157_corn_2023,3,corn,2023-02-08,2023-04-23,74
Brazil_DUP2_farm5_field159_soybean_2019,3,soybean,2019-01-10,2019-02-19,40
Brazil_DUP2_farm5_field160_corn_2023,3,corn,2023-02-13,2023-04-13,59
Brazil_DUP2_farm5_field161_wheat_2018,3,wheat,2018-08-08,2018-10-10,63
Brazil_DUP2_farm5_field162_soybean_2022,3,soybean,2022-01-24,2022-02-26,33
Brazil_DUP2_farm5_field170_soybean_2019,3,soybean,2019-01-20,2019-02-23,34
Brazil_DUP2_farm5_field173_wheat_2021,3,wheat,2021-08-17,2021-09-27,41
Brazil_DUP2_farm5_field176_wheat_2018,3,wheat,2018-08-08,2018-10-03,56
Brazil_DUP2_farm5_field179_soybean_2019,3,soybean,2019-01-20,2019-03-07,46
Brazil_DUP2_farm5_field180_soybean_2024,3,soybean,2024-01-04,2024-02-08,35
Brazil_DUP2_farm5_field181_soybean_2018,3,soybean,2018-02-09,2018-03-16,35
Brazil_DUP2_farm5_field190_wheat_2018,3,wheat,2018-07-29,2018-10-03,66
Brazil_DUP2_farm5_field219_soybean_2019,3,soybean,2019-01-10,2019-02-19,40
Brazil_DUP2_farm5_field229_wheat_2019,3,wheat,2019-07-09,2019-09-13,66
Brazil_DUP2_farm5_field233_soybean_2019,3,soybean,2019-01-10,2019-02-09,30
Brazil_DUP2_farm5_field239_soybean_2022,3,soybean,2022-01-14,2022-02-15,32
Brazil_DUP2_farm5_field240_soybean_2021,3,soybean,2021-02-08,2021-03-19,39
Brazil_DUP2_farm5_field248_soybean_2018,3,soybean,2018-02-09,2018-03-12,31
Brazil_DUP2_farm5_field250_corn_2023,3,corn,2023-02-13,2023-04-04,50
Brazil_DUP2_farm5_field254_soybean_2019,3,soybean,2019-01-25,2019-03-04,38
Brazil_DUP2_farm5_field260_soybean_2018,3,soybean,2018-02-09,2018-04-05,55
Brazil_DUP2_farm5_field261_corn_2023,3,corn,2023-02-13,2023-04-23,69
Brazil_DUP2_farm5_field266_corn_2020,3,corn,2020-05-29,2020-08-03,66
Brazil_DUP2_farm5_field270_soybean_2024,3,soybean,2024-01-04,2024-02-04,31
Brazil_DUP2_farm5_field271_soybean_2024,3,soybean,2024-01-04,2024-02-03,30
Brazil_DUP2_farm6_field284_soybean_2019,3,soybean,2019-01-15,2019-03-09,53
Brazil_DUP2_farm6_field297_soybean_2018,3,soybean,2018-02-24,2018-03-24,28
Brazil_DUP2_farm6_field300_soybean_2022,3,soybean,2022-01-24,2022-03-22,57
Brazil_DUP2_farm6_field303_soybean_2019,3,soybean,2019-01-15,2019-02-10,26
Brazil_DUP2_farm6_field311_corn_2024,3,corn,2024-02-03,2024-03-04,30
Brazil_DUP2_farm6_field315_soybean_2022,3,soybean,2022-02-03,2022-03-10,35
Brazil_DUP2_farm6_field327_soybean_2022,3,soybean,2022-01-24,2022-03-22,57
Brazil_DUP2_farm6_field344_soybean_2017,3,soybean,2016-12-16,2017-02-27,73
Brazil_DUP2_farm6_field348_corn_2017,3,corn,2017-06-04,2017-07-26,52
Brazil_DUP2_farm6_field350_soybean_2023,3,soybean,2022-12-30,2023-02-08,40
Brazil_DUP2_farm6_field357_soybean_2021,3,soybean,2021-02-08,2021-03-21,41
Brazil_DUP2_farm6_field360_soybean_2017,3,soybean,2016-12-16,2017-02-17,63
Brazil_DUP2_farm6_field367_corn_2023,3,corn,2023-05-24,2023-08-03,71
Brazil_DUP2_farm6_field370_soybean_2020,3,soybean,2019-12-01,2020-02-01,62
Brazil_DUP2_farm6_field401_soybean_2019,3,soybean,2019-01-15,2019-03-09,53
Brazil_DUP2_farm6_field406_corn_2024,3,corn,2024-02-03,2024-02-24,21
Brazil_DUP2_farm6_field412_soybean_2022,3,soybean,2022-01-24,2022-03-10,45
Brazil_DUP2_farm6_field421_corn_2017,3,corn,2017-06-04,2017-08-27,84
Brazil_DUP2_farm6_field422_soybean_2021,3,soybean,2021-02-08,2021-03-29,49
Brazil_DUP2_farm6_field435_wheat_2022,3,wheat,2022-07-03,2022-09-17,76
Brazil_DUP2_farm6_field436_soybean_2017,3,soybean,2016-12-16,2017-02-17,63
Brazil_DUP2_farm6_field443_corn_2024,3,corn,2024-02-03,2024-03-09,35
Brazil_DUP2_farm6_field447_corn_2017,3,corn,2017-06-04,2017-07-20,46
Brazil_DUP2_farm6_field452_corn_2023,3,corn,2023-05-24,2023-08-03,71
Brazil_DUP2_farm6_field456_corn_2020,3,corn,2020-04-29,2020-07-17,79
Brazil_DUP2_farm6_field464_corn_2020,3,corn,2020-04-29,2020-07-07,69
Brazil_DUP2_farm6_field467_soybean_2020,3,soybean,2019-12-01,2020-01-28,58
Brazil_DUP2_farm6_field470_soybean_2017,3,soybean,2016-12-16,2017-03-01,75
Brazil_DUP2_farm7_field473_soybean_2018,3,soybean,2017-12-16,2018-03-01,75
Brazil_DUP2_farm7_field474_soybean_2017,3,soybean,2016-12-16,2017-03-12,86
Brazil_DUP2_farm7_field475_soybean_2017,3,soybean,2016-12-16,2017-03-08,82
Brazil_DUP2_farm8_field493_soybean_2024,3,soybean,2023-12-25,2024-01-07,13
Brazil_DUP2_farm8_field495_soybean_2024,3,soybean,2023-12-20,2024-01-03,14
Brazil_DUP2_farm8_field498_soybean_2024,3,soybean,2023-12-20,2024-01-05,16
Brazil_DUP2_farm9_field500_soybean_2018,3,soybean,2018-01-05,2018-02-24,50
Brazil_DUP2_farm9_field505_wheat_2019,3,wheat,2019-07-09,2019-09-18,71
Brazil_DUP2_farm9_field515_corn_2023,3,corn,2023-01-24,2023-03-25,60
Brazil_DUP2_farm9_field517_wheat_2017,3,wheat,2017-06-24,2017-08-29,66
Brazil_DUP2_farm9_field520_wheat_2019,3,wheat,2019-07-14,2019-09-23,71
Brazil_DUP2_farm9_field521_corn_2018,3,corn,2018-05-30,2018-07-29,60
Brazil_DUP2_farm9_field524_soybean_2019,3,soybean,2019-01-30,2019-03-16,45
Brazil_DUP2_farm9_field530_soybean_2017,3,soybean,2017-01-15,2017-03-14,58
Brazil_DUP2_farm9_field533_wheat_2023,3,wheat,2023-06-23,2023-08-16,54
Brazil_DUP2_farm9_field535_wheat_2017,3,wheat,2017-06-24,2017-09-15,83
Brazil_DUP2_farm9_field539_corn_2018,3,corn,2018-05-30,2018-07-28,59
Brazil_DUP2_farm9_field547_soybean_2023,3,soybean,2023-12-05,2023-12-29,24
Germany_DUP3_farm1_field16_wheat_2016,3,wheat,2016-06-11,2016-08-11,61
Germany_DUP3_farm1_field23_wheat_2017,3,wheat,2017-06-26,2017-08-24,59
Germany_DUP3_farm1_field25_rapeseed_2017,3,rapeseed,2017-05-27,2017-08-03,68
Germany_DUP3_farm1_field37_wheat_2017,3,wheat,2017-06-26,2017-08-08,43
Germany_DUP3_farm1_field53_wheat_2016,3,wheat,2016-06-11,2016-08-08,58
Germany_DUP3_farm1_field54_rapeseed_2019,3,rapeseed,2019-06-06,2019-08-04,59
Germany_DUP3_farm1_field57_wheat_2019,3,wheat,2019-06-23,2019-08-18,56
Germany_DUP3_farm1_field64_rapeseed_2016,3,rapeseed,2016-05-12,2016-07-30,79
Germany_DUP3_farm2_field104_wheat_2021,3,wheat,2021-06-23,2021-09-04,73
Germany_DUP3_farm2_field112_wheat_2021,3,wheat,2021-06-23,2021-07-27,34
Germany_DUP3_farm2_field147_wheat_2018,3,wheat,2018-06-11,2018-07-24,43
Germany_DUP3_farm2_field151_wheat_2018,3,wheat,2018-06-14,2018-08-02,49
Germany_DUP3_farm2_field157_wheat_2021,3,wheat,2021-06-20,2021-08-20,61
Germany_DUP3_farm2_field159_wheat_2019,3,wheat,2019-06-26,2019-07-30,34
Germany_DUP3_farm2_field178_rapeseed_2017,3,rapeseed,2017-05-30,2017-08-06,68
Germany_DUP3_farm2_field179_rapeseed_2017,3,rapeseed,2017-05-30,2017-08-04,66
Germany_DUP3_farm2_field194_wheat_2017,3,wheat,2017-07-06,2017-07-31,25
Germany_DUP3_farm2_field197_rapeseed_2017,3,rapeseed,2017-05-30,2017-08-03,65
Germany_DUP3_farm2_field202_wheat_2022,3,wheat,2022-07-05,2022-08-11,37
Germany_DUP3_farm2_field208_wheat_2022,3,wheat,2022-07-10,2022-07-28,18
Germany_DUP3_farm2_field209_wheat_2022,3,wheat,2022-07-05,2022-08-09,35
Germany_DUP3_farm2_field219_wheat_2022,3,wheat,2022-07-05,2022-08-11,37
Germany_DUP3_farm2_field79_wheat_2019,3,wheat,2019-07-06,2019-08-15,40
Germany_DUP3_farm2_field86_wheat_2018,3,wheat,2018-06-14,2018-07-25,41
Germany_DUP3_farm2_field97_wheat_2021,3,wheat,2021-06-20,2021-08-25,66
Germany_DUP3_farm2_field98_wheat_2016,3,wheat,2016-05-15,2016-08-07,84
Germany_DUP3_farm3_field225_rapeseed_2019,3,rapeseed,2019-06-06,2019-07-17,41
Germany_DUP3_farm3_field235_wheat_2016,3,wheat,2016-05-12,2016-07-22,71
Germany_DUP3_farm3_field239_wheat_2017,3,wheat,2017-06-16,2017-08-06,51
Germany_DUP3_farm4_field242_rapeseed_2018,3,rapeseed,2018-05-12,2018-07-05,54
Germany_DUP3_farm4_field243_rapeseed_2018,3,rapeseed,2018-05-12,2018-07-04,53
Germany_DUP3_farm4_field248_rapeseed_2020,3,rapeseed,2020-04-26,2020-07-14,79
Germany_DUP3_farm4_field260_rapeseed_2018,3,rapeseed,2018-05-12,2018-07-04,53
Germany_DUP3_farm5_field267_rapeseed_2020,3,rapeseed,2020-06-15,2020-07-30,45
Germany_DUP3_farm5_field269_rapeseed_2017,3,rapeseed,2017-06-16,2017-08-02,47
Germany_DUP3_farm6_field285_rapeseed_2020,3,rapeseed,2020-05-26,2020-07-18,53
Germany_DUP3_farm6_field289_wheat_2021,3,wheat,2021-06-18,2021-07-19,31
Germany_DUP3_farm6_field290_rapeseed_2021,3,rapeseed,2021-06-08,2021-07-20,42
Germany_DUP3_farm6_field293_rapeseed_2016,3,rapeseed,2016-05-12,2016-07-21,70
Uruguay_DUP4_farm10_field293_soybean_2019,3,soybean,2019-02-18,2019-04-18,59
Uruguay_DUP4_farm10_field294_soybean_2019,3,soybean,2019-02-18,2019-04-18,59
Uruguay_DUP4_farm10_field295_soybean_2019,3,soybean,2019-02-18,2019-05-13,84
Uruguay_DUP4_farm10_field304_soybean_2019,3,soybean,2019-02-18,2019-04-24,65
Uruguay_DUP4_farm10_field316_soybean_2019,3,soybean,2019-02-18,2019-05-13,84
Uruguay_DUP4_farm10_field321_soybean_2019,3,soybean,2019-02-18,2019-04-15,56
Uruguay_DUP4_farm10_field325_soybean_2019,3,soybean,2019-02-18,2019-05-04,75
Uruguay_DUP4_farm10_field340_soybean_2021,3,soybean,2021-02-14,2021-05-31,106
Uruguay_DUP4_farm10_field344_soybean_2021,3,soybean,2021-02-09,2021-04-07,57
Uruguay_DUP4_farm10_field347_soybean_2019,3,soybean,2019-02-20,2019-04-29,68
Uruguay_DUP4_farm10_field362_soybean_2019,3,soybean,2019-02-18,2019-04-14,55
Uruguay_DUP4_farm10_field366_soybean_2018,3,soybean,2018-02-08,2018-04-27,78
Uruguay_DUP4_farm10_field367_soybean_2019,3,soybean,2019-02-20,2019-05-07,76
Uruguay_DUP4_farm10_field370_soybean_2018,3,soybean,2018-02-08,2018-05-20,101
Uruguay_DUP4_farm10_field373_soybean_2018,3,soybean,2018-02-08,2018-04-26,77
Uruguay_DUP4_farm10_field376_soybean_2018,3,soybean,2018-02-08,2018-05-15,96
Uruguay_DUP4_farm10_field377_soybean_2019,3,soybean,2019-02-18,2019-05-31,102
Uruguay_DUP4_farm10_field422_soybean_2018,3,soybean,2018-02-08,2018-04-14,65
Uruguay_DUP4_farm10_field427_soybean_2018,3,soybean,2018-02-08,2018-05-21,102
Uruguay_DUP4_farm10_field449_soybean_2018,3,soybean,2018-02-08,2018-04-18,69
Uruguay_DUP4_farm10_field466_soybean_2018,3,soybean,2018-02-08,2018-04-16,67
Uruguay_DUP4_farm10_field475_soybean_2018,3,soybean,2018-02-03,2018-04-27,83
Uruguay_DUP4_farm10_field476_soybean_2018,3,soybean,2018-02-08,2018-05-16,97
Uruguay_DUP4_farm10_field481_soybean_2018,3,soybean,2018-02-08,2018-05-22,103
Uruguay_DUP4_farm10_field495_soybean_2022,3,soybean,2022-02-07,2022-05-02,84
Uruguay_DUP4_farm10_field516_soybean_2022,3,soybean,2022-02-14,2022-05-15,90
Uruguay_DUP4_farm10_field520_soybean_2022,3,soybean,2022-02-09,2022-05-11,91
Uruguay_DUP4_farm10_field522_soybean_2022,3,soybean,2022-02-09,2022-05-06,86
Uruguay_DUP4_farm10_field527_soybean_2022,3,soybean,2022-02-14,2022-05-07,82
Uruguay_DUP4_farm10_field529_soybean_2022,3,soybean,2022-02-14,2022-05-24,99
Uruguay_DUP4_farm10_field531_soybean_2022,3,soybean,2022-02-14,2022-05-22,97
Uruguay_DUP4_farm10_field543_soybean_2022,3,soybean,2022-02-07,2022-05-03,85
Uruguay_DUP4_farm10_field547_soybean_2022,3,soybean,2022-02-07,2022-05-18,100
Uruguay_DUP4_farm10_field556_soybean_2022,3,soybean,2022-02-14,2022-05-09,84
Uruguay_DUP4_farm10_field565_soybean_2019,3,soybean,2019-02-18,2019-04-12,53
Uruguay_DUP4_farm10_field571_soybean_2019,3,soybean,2019-02-20,2019-05-08,77
Uruguay_DUP4_farm2_field15_soybean_2021,3,soybean,2021-02-12,2021-05-11,88
Uruguay_DUP4_farm2_field17_soybean_2021,3,soybean,2021-02-12,2021-05-15,92
Uruguay_DUP4_farm2_field25_soybean_2021,3,soybean,2021-02-12,2021-05-08,85
Uruguay_DUP4_farm2_field34_soybean_2018,3,soybean,2018-02-15,2018-05-20,94
Uruguay_DUP4_farm2_field46_soybean_2018,3,soybean,2018-02-15,2018-05-25,99
Uruguay_DUP4_farm2_field7_soybean_2019,3,soybean,2019-02-18,2019-05-14,85
Uruguay_DUP4_farm3_field60_soybean_2019,3,soybean,2019-02-15,2019-04-05,49
Uruguay_DUP4_farm3_field61_soybean_2021,3,soybean,2021-02-14,2021-05-10,85
Uruguay_DUP4_farm3_field62_soybean_2021,3,soybean,2021-02-14,2021-05-09,84
Uruguay_DUP4_farm3_field68_soybean_2019,3,soybean,2019-02-15,2019-04-15,59
Uruguay_DUP4_farm3_field72_soybean_2019,3,soybean,2019-02-15,2019-04-22,66
Uruguay_DUP4_farm4_field100_soybean_2021,3,soybean,2021-02-17,2021-04-18,60
Uruguay_DUP4_farm4_field105_soybean_2018,3,soybean,2018-02-08,2018-04-10,61
Uruguay_DUP4_farm4_field109_soybean_2018,3,soybean,2018-02-15,2018-05-24,98
Uruguay_DUP4_farm4_field125_soybean_2018,3,soybean,2018-02-15,2018-04-18,62
Uruguay_DUP4_farm4_field142_soybean_2018,3,soybean,2018-02-03,2018-05-15,101
Uruguay_DUP4_farm4_field154_soybean_2022,3,soybean,2022-02-19,2022-05-11,81
